,P_0,K_r12,K_d,K_dd,K_g,h_init,misfit,D_mean,RMSD,NA_iter
877,2.2345605e-06,2.49983e-05,0.00018291240000000003,0.02983401,0.002161426,0.3764201,-1.8668666437,0.30937415692970005,0.44870146607205713,0.0
878,9.2265325e-07,1.432033e-06,0.006233023000000001,0.0748139,0.0172272,1.81305,-1.6575860144,0.4725496860293952,0.39858660665352064,0.0
879,6.902077499999999e-06,1.039754e-07,0.04507308,0.00653808,0.001305121,1.764743,-2.8321580375999997,0.215356835395474,0.28106882539003397,0.0
880,6.6117425e-06,1.2574949999999998e-07,0.04014666,0.001804679,0.01041425,0.2399596,-2.7649330833,0.2809496874751521,0.22429776689595776,0.0
885,4.6393625e-06,0.000308555,0.02273521,0.0027643529999999998,0.005129891,0.9663086999999999,-1.8460017690000001,0.4844185922632607,0.32556685571416577,0.0
888,1.3388045000000003e-05,7.227287e-05,0.001232161,0.001212433,0.7491279000000001,0.6844531999999999,-2.3679238590000002,0.2543637835292034,0.31327967008309593,0.0
889,3.6359325e-05,7.870016e-05,0.00535412,0.09183933,0.1856249,2.3765810000000003,-3.1895965338999996,0.2320805642081462,0.17888651087592775,0.0
891,2.7722725e-06,5.9912220000000005e-06,0.0009898003,0.01594613,0.01055482,1.940852,-3.3717928686,0.1735515586712321,0.20393940613947914,0.0
892,0.000100001425,0.0002519652,0.003026956,0.29193470000000005,0.01081482,2.8856490000000004,-3.0634420476999997,0.25191484617177273,0.19406524350923435,0.0
893,2.38855325e-05,4.2065349999999995e-05,0.007759469000000001,0.007113837,0.4663725,0.9778935,-4.7955708797000005,0.24439745713811373,0.03140587461182098,0.0
894,2.7416975000000004e-05,3.924374e-05,0.004796314,0.1615585,0.002740175,0.5139527,-2.7250144264,0.2525434796897086,0.24870892207077816,0.0
897,7.585700000000001e-06,0.0001817198,0.006299214,0.0014098210000000001,0.004304736,0.5749006,-2.0935739291,0.34428688956688347,0.33528165554914935,0.0
899,1.5162455e-05,0.000138865,0.002125566,0.0062706,0.19437929999999998,0.9702200000000001,-2.7468700113,0.23175314009772874,0.2599891994933509,0.0
901,7.190115e-07,0.0001276809,0.0002059563,0.0148004,0.01799847,1.760431,-1.7970753192,0.329103482609337,0.46622676698570564,0.0
902,8.490860000000001e-06,2.287438e-06,0.03466468,0.3292718,0.4596217000000001,2.1669810000000003,-1.6402702880000002,0.4809327636667849,0.3916561822714195,0.0
903,8.5988525e-07,2.885942e-06,0.005115885,0.2722505,0.43353559999999997,0.856775,-1.3104754551,0.5442738503629089,0.4802729407468616,0.0
904,4.80429e-06,1.1856860000000001e-07,0.0004559936,0.06234544,0.001300042,1.989848,-2.4716397411,0.2778179366867344,0.28495999423543367,0.0
905,2.5300524999999998e-05,8.041026999999999e-05,0.02663676,0.001694953,0.04523852,2.247364,-3.6158459073,0.1786492497002175,0.16060233674429653,0.0
906,1.1694495e-06,0.0001179709,0.0003673514,0.002944548,0.0007420742,2.701214,-2.353878164,0.27770279145376014,0.35486190005627316,0.0
907,3.0784275000000003e-06,4.674917e-06,0.01053969,0.15439460000000002,0.23920070000000002,0.7804853,-1.5557005815,0.48128205583490175,0.42421242484532845,0.0
909,6.786712500000001e-07,5.768822e-06,0.002599502,0.002121721,0.04702152,1.5360049999999998,-3.0221144398,0.22190520151406537,0.22459488954355888,0.0
911,1.4932237500000002e-05,7.600254999999999e-06,0.0004367424,0.02488772,0.000707,2.980572,-3.1635297758,0.20431073387148982,0.18251273509256394,0.0
914,5.4135825e-06,2.7104199999999996e-06,0.003058697,0.01210148,0.5859637,0.446513,-1.9759873066,0.3586986668468002,0.34872738775811457,0.0
915,1.413338e-05,8.998814e-06,0.004057067,0.01183362,0.8944554,0.4441938,-2.6313740218,0.2763909406447628,0.23895560256575576,0.0
916,4.911517500000001e-06,6.807193999999999e-06,0.003188515,0.009681546,0.5434775,0.7305216999999999,-1.8183702811000002,0.37801492484274546,0.38193804525461117,0.0
920,1.0228172499999999e-06,3.388868e-06,0.001445115,0.0104987,0.0131244,1.93105,-3.1237470263,0.1721080182984756,0.26282567437148036,0.0
921,2.27214725e-06,3.0438749999999997e-06,0.0030400790000000002,0.002661174,0.004180378,1.3879780000000002,-2.5313130389,0.2228957651851563,0.3204437602762588,0.0
922,1.5919897499999998e-06,6.5005269999999995e-06,0.0014630729999999998,0.01233818,0.06796182,2.039906,-2.6772933663,0.2469245541123948,0.2853693194650634,0.0
923,2.592255e-06,1.758425e-06,0.0003639395,0.003553802,0.0036787129999999997,0.9664749,-3.0410423043,0.23027389413053476,0.1659579420176492,0.0
924,1.2328945e-06,1.1285150000000002e-05,0.001859574,0.007943998,0.002156098,1.960257,-2.9004267308999996,0.22513928855632878,0.2353510065241987,0.0
925,3.4975625e-06,2.8021679999999996e-06,0.0018409129999999998,0.0038631790000000004,0.004367401,0.6031026999999999,-4.5750263995,0.21969420760099712,0.04568380410088922,0.0
927,6.0092375e-07,0.00011066719999999999,0.006156199,0.05230541,0.5072286,2.515625,-1.5554772382,0.6109846781843415,0.34481794985512776,0.0
928,8.673315e-07,0.0002025225,0.001411084,0.2597911,0.9394638000000001,2.907467,-1.4446941241,0.4760948198401626,0.46266683639054834,0.0
933,4.58842e-06,5.776241e-05,0.002492496,0.01968247,0.3587121,2.165143,-1.6912808125,0.37862869394330734,0.4322495045741966,0.0
934,5.7520249999999995e-05,3.880692e-05,0.03832427,0.4204637,0.0005918185,2.7045,-2.5336732326,0.3198121933618931,0.24191894624141866,0.0
936,7.823105e-05,3.8433370000000005e-06,0.005513583000000001,0.3767003,0.01464115,0.5258301,-3.047198321,0.27850295750809817,0.1739839157575591,0.0
937,5.049389999999999e-07,8.561045e-06,0.00046535260000000003,0.008984037,0.02937238,1.594012,-2.9496699713,0.23245099623468451,0.22997755612084936,0.0
938,7.1981525e-06,6.866943e-05,0.04284532,0.45600240000000003,0.006171179000000001,2.8721200000000002,-1.5766428069,0.5251616775523359,0.38854086115895636,0.0
939,4.4685825e-06,5.8006840000000004e-05,0.00012843780000000002,0.004883963,0.03434656,0.1615567,-2.1080588396,0.2802786217250633,0.4040867426801867,0.0
940,5.0021375e-07,5.702848e-06,0.0001560655,0.0023427070000000003,0.009068144,0.9936697,-3.5514712235,0.1964283617400663,0.14575062455261872,0.0
941,6.262912500000001e-07,8.707480000000001e-06,0.0004008047,0.003024686,0.007144415,0.9634332,-3.2746989251,0.21984258678572585,0.17343527000376371,0.0
943,8.29455e-06,0.0002966787,0.01785254,0.02841983,0.004231828,1.7097349999999998,-1.9308366988999999,0.4110563642531747,0.3485211129559419,0.0
948,3.7863025e-07,7.5117960000000005e-06,0.00159206,0.0009630948,0.000849005,1.9793900000000002,-2.1402847043,0.27195919955525616,0.3600395826536694,0.0
949,2.6604075000000004e-07,1.49651e-05,0.003605217,0.0014480570000000002,0.0007046158000000001,1.7328240000000001,-2.4120316649,0.2788093647069179,0.29494776832233943,0.0
950,8.749345e-07,0.0004937129,0.004000587,0.02495604,0.01391592,1.7492720000000002,-1.4151279139,0.5312061336263176,0.45097244820978627,0.0
953,3.145505e-07,4.947682000000001e-07,0.01972569,0.004466403,0.02389003,0.9342872999999999,-2.5615088127,0.3031369277485637,0.24989534135993496,0.0
956,4.0896325e-05,0.0003010227,0.01885258,0.0022998420000000003,0.003419236,1.502794,-3.3590317146,0.2409304560854709,0.1444423977437145,0.0
958,3.0004950000000003e-07,0.0002609871,0.0001759227,0.01248697,0.9587209000000001,2.573045,-1.4371021384,0.4585763479853136,0.4752819668717333,0.0
959,1.7052662499999998e-05,5.469554e-05,0.02788031,0.0020711279999999998,0.02529019,0.5223179,-3.2252170722000004,0.22442324636983071,0.18022216091906795,0.0
961,1.4700722500000001e-05,0.0002202789,0.00022780119999999998,0.14859229999999998,0.0008497664,2.366556,-2.1317370469999997,0.32372501272834886,0.3334544672849629,0.0
962,4.1266375e-06,8.813622e-05,0.0007068883999999999,0.000911555,0.5168232,2.7330349999999997,-1.6813835267,0.34140762008190106,0.4513989195008705,0.0
963,5.9895e-07,0.0004105908,0.0002048089,0.001338293,0.07128452,2.86674,-1.6265215233,0.37257844822810265,0.46745529776742656,0.0
964,1.66931825e-05,5.8055880000000006e-05,0.02501285,0.004324014,0.01662801,0.6573091999999999,-3.2044278113,0.2283343200399523,0.18031560148260445,0.0
965,2.79074e-06,7.161714e-05,0.0006270148,0.0008187027000000001,0.27225959999999993,2.153814,-1.7043689984000001,0.33130452454362325,0.4638029738999238,0.0
966,3.40264e-05,4.260524e-06,0.0007047557000000001,0.04665832,0.00124263,2.509134,-3.4111620146,0.22781143514866692,0.12526102921562804,0.0
970,5.31147e-07,1.264144e-06,0.03551165,0.007801715,0.20489279999999999,0.606111,-2.1181276247,0.6193548024256447,0.19369151534496395,0.0
971,2.65348e-06,1.257287e-07,0.01562905,0.006431516,0.05208104,1.496438,-2.734728275,0.25203634717659534,0.263386369620921,0.0
972,7.396052500000001e-07,1.7876070000000002e-06,0.04709569,0.004070497,0.41747399999999996,0.23477379999999998,-1.3680028415,0.6796257407085241,0.3799666230682156,0.0
973,1.542079e-05,6.034142e-06,0.000146308,0.001990048,0.1167258,2.1034200000000003,-3.2077078301,0.24642470764616908,0.1491982602602605,0.0
974,1.4915479999999999e-06,3.7239899999999996e-05,0.0008194292,0.009760416,0.03163696,1.5770030000000002,-2.2110539578,0.2934572856485001,0.38775644875994447,0.0
975,9.6540325e-06,2.8582729999999997e-06,0.003047324,0.03955452,0.0006161943,2.594121,-3.5570567726999998,0.20002702934548142,0.14530166947961548,0.0
976,6.1803975e-07,8.983367e-05,0.0007325773,0.01616668,0.0263125,2.037673,-1.8260393778,0.3898492254120946,0.4268695799227715,0.0
980,4.024405e-05,5.3229669999999994e-05,0.03585392,0.0008901609,0.08985549,1.9746279999999998,-3.2132329099,0.20184595455125304,0.2063213166694693,0.0
981,1.41399175e-05,1.342111e-06,0.001954413,0.008920036,0.8955758,1.421741,-2.6791414815,0.2755615195448125,0.2285796862516952,0.0
984,6.3767525e-06,1.7529e-06,0.008858811,0.41143500000000005,0.7817619,0.5540893,-1.5618743485,0.4421837836048352,0.44574270815912787,0.0
985,1.5134614999999998e-05,3.247281e-06,0.01215582,0.28021820000000003,0.6129722,0.21201979999999998,-1.9038167588,0.38324627419718343,0.3641282397797216,0.0
986,7.40243e-05,1.113961e-07,0.0001035771,0.2203855,0.0558969,0.3221642,-3.9563722347000003,0.25733076045906034,0.07818175339961635,0.0
987,6.440465e-07,2.104988e-05,0.001457856,0.01861995,0.01898509,0.6394271,-1.6775395286,0.41808377636349037,0.43408386011626077,0.0
988,1.0729895e-06,3.151007e-06,0.0005118947000000001,0.001643411,0.0006530383,0.06386372,-1.9811441387,0.2897713811892638,0.40338650896561157,0.0
989,1.295072e-05,4.0291160000000005e-06,0.0114615,0.4151565,0.6485429,0.02559396,-1.6979372518,0.4041932327861453,0.4104382353985657,0.0
991,4.010575e-07,3.262798e-05,0.009467778,0.09471194,0.015164,1.0434139999999998,-1.3638434975,0.6448057228302637,0.39680763708546923,0.0
992,3.5091974999999996e-06,0.0001369663,0.03158104,0.07610581,0.01780118,1.2707620000000002,-1.7241213809,0.5475268422807278,0.32576507173026303,0.0
993,5.726105e-07,0.0004677135,0.0008035907000000001,0.08980064,0.02023134,2.2219990000000003,-1.4259515203,0.4676915110222131,0.4770441229763851,0.0
994,1.089175e-06,0.0003976632,0.04410287,0.08961448,0.02981715,1.025601,-1.6102309280000002,0.6567869884374555,0.30574444526894257,0.0
995,3.3057050000000003e-06,0.00022412959999999998,0.0008857222999999999,0.05685801,0.0009472708,2.371214,-1.6569815578,0.34271192095654723,0.4602719562417184,0.0
996,6.46948e-06,1.957086e-05,0.00020645049999999998,0.08350401,0.008696253000000001,0.6990349,-2.0961382734000003,0.3116864014066038,0.34375929280378503,0.0
997,9.518502499999999e-06,0.00014015190000000002,0.002443575,0.1456661,0.001641809,2.253625,-1.8780846513,0.344157144538383,0.3930786560543175,0.0
1001,4.446854999999999e-05,3.308793e-06,0.04349697,0.05325746,0.009681126,0.7675590999999999,-3.5749471145999996,0.19729384072265896,0.14968106889140462,0.0
1005,5.6368725e-05,5.7299940000000006e-05,0.03345003,0.07478352,0.005583011999999999,1.282036,-3.2266738362000003,0.20735433930054212,0.19978318159707137,0.0
1012,3.6087075e-06,1.6530160000000001e-06,0.001737466,0.0019317639999999999,0.001399791,0.24564610000000003,-4.150252303,0.2099305139828524,0.06842343232565454,0.0
1013,6.2081475e-06,7.582701999999999e-07,0.004307030999999999,0.0011418889999999999,0.001281901,0.04250901,-3.8722531591000005,0.26374123058950855,0.06908323030988366,0.0
1017,4.9466925e-05,1.509848e-06,0.005291992,0.04981267,0.0008124302999999999,2.535166,-3.0743087125,0.23947590718433073,0.1533909766611238,0.0
1018,2.933145e-05,3.767997e-06,0.03594859,0.01658417,0.03142064,0.8318222,-3.4011006892,0.18677206767669222,0.1893708087416416,0.0
1020,1.347935e-05,1.9955e-06,0.001559715,0.004389593,0.2101762,2.017676,-3.6111967835,0.21724656822958585,0.11540860481044479,0.0
1021,2.4071545e-06,1.0312160000000001e-07,0.007851567,0.002374401,0.04298094,0.25387170000000003,-2.7245609273,0.34515919294189296,0.18857535846152707,0.0
1023,2.8397675e-05,1.545707e-07,0.0006149638,0.01808636,0.794623,1.393866,-4.3534707047,0.2655443067299824,0.04645613280701943,0.0
1025,1.11764625e-06,2.020496e-06,0.0001994791,0.0010990330000000001,0.005406652,0.8812273000000002,-3.5829184652999997,0.22693295154321744,0.10764630435227872,1.0
1026,3.79702e-05,6.117612e-07,0.004971163,0.1060116,0.0005624313,2.999853,-3.8923872079,0.21873404309033043,0.09478606137564964,1.0
1028,8.691612499999999e-07,1.3975139999999999e-05,0.00011055709999999999,0.0005893305000000001,0.008932665,1.092586,-3.1336046498,0.21016628607852883,0.211386110747214,1.0
1031,2.85774e-07,1.475503e-06,0.0007557619000000001,0.0013004610000000002,0.004609101,0.7190893,-5.0162206163,0.20771662356946333,0.03134792088812945,1.0
1032,2.70472e-07,2.704262e-06,0.0003721743,0.007561984,0.01227209,0.6952928,-2.6982845586,0.2625626757755816,0.25198430999802035,1.0
1033,5.6493575e-05,7.823260999999999e-07,0.0012317060000000002,0.1581533,0.0023888620000000003,2.796646,-3.9054962899000003,0.24623869742727666,0.0843769950938846,1.0
1034,2.624895e-05,8.855145e-06,0.001068673,0.1431512,0.0033558520000000003,2.9308650000000003,-2.8011347743,0.2616327007752197,0.2261599577771194,1.0
1037,4.2910024999999996e-05,0.0002614826,0.02095806,0.01028492,0.000903115,1.890326,-3.2622907488,0.23691903755869825,0.1623039138247548,1.0
1038,1.526713e-05,0.0002223668,0.02514491,0.0012474810000000002,0.10042430000000001,0.5347414,-2.5237279713,0.31386576268375416,0.25259310886179853,1.0
1039,1.1944947500000001e-05,4.408885e-05,0.0195136,0.0016822410000000001,0.05777018,0.3897625,-2.8738899498,0.27895870905725373,0.2013616204225458,1.0
1040,1.4808110000000002e-05,1.249495e-05,0.002843001,0.0183793,0.001263868,2.362103,-3.1858101656,0.2170174607976391,0.1707671090116256,1.0
1041,1.0570330000000002e-05,2.94625e-05,0.03035425,0.10935779999999999,0.00741927,1.151145,-2.048041404,0.4061123326918523,0.3131511379264866,1.0
1042,2.67335e-05,2.9164069999999997e-06,0.009046778,0.3441125,0.00170871,2.307052,-2.0947602727000003,0.35676592878330127,0.3242176742677031,1.0
1043,3.9775075e-05,0.00010733459999999999,0.03355188,0.1527474,0.00108445,1.155599,-2.7531098664,0.26319676001184006,0.23942962163253403,1.0
1044,1.672711e-05,0.00010400620000000001,0.01329525,0.09361753,0.00363351,1.271275,-2.4172225802000002,0.3164367254298807,0.2708725720190001,1.0
1045,1.6769837500000003e-05,0.0004174542,0.01204861,0.001219903,0.03420105,0.5619395,-2.6045766389,0.2857333895700479,0.25032720353134497,1.0
1046,4.9825375000000004e-05,0.0003873955,0.04477547,0.0070847409999999994,0.01578427,0.650122,-3.2755584558999997,0.19146843440876682,0.21324363807145202,1.0
1047,6.5886325e-05,0.0003334408,0.02553768,0.005320239,0.02781254,0.5028527,-2.6727296509,0.24536291245249056,0.25177511345407716,1.0
1049,3.7090275000000005e-05,1.6288239999999997e-05,0.002336915,0.03501222,0.002220605,2.246793,-3.1098225046,0.23165764946795975,0.15901522243649635,1.0
1050,2.2105635000000003e-05,0.0004651638,0.03971031,0.00543259,0.02752434,0.8192927,-2.5438414156999998,0.28362443621368383,0.27207740374164374,1.0
1055,1.1012462499999999e-05,2.484027e-05,0.00022459270000000002,0.03602954,0.0005136515,2.900067,-3.3117757255,0.23212128846805838,0.15530375975805746,1.0
1057,1.0336085e-06,4.330235e-06,0.006491009,0.01567063,0.01753719,2.300065,-3.0693730470999996,0.19739772950420736,0.23453220350433415,1.0
1058,1.1866694999999999e-05,0.00043180160000000004,0.0003009202,0.005051899,0.0267101,0.07277809,-2.3172437751,0.28112205513330646,0.3075348690581662,1.0
1059,3.88221e-07,2.796119e-06,0.002641816,0.007113915,0.004034876,2.221927,-2.5549432282,0.2098150626832849,0.35280712731206754,1.0
1060,9.558355e-06,0.0001093573,0.0005334134,0.006572191,0.03894403,0.07495236,-2.4221888355,0.2524412674755482,0.3014664294624584,1.0
1061,5.529035e-06,6.55891e-05,0.0001537849,0.02588364,0.001295858,2.821518,-2.5076865235,0.25172766840036626,0.3197667281449141,1.0
1064,7.0299825e-05,4.269232e-06,0.006651977,0.249662,0.008407279,0.2838485,-3.3580858175999997,0.26933614910697384,0.13528494921682316,1.0
1066,2.8903e-05,5.003192e-07,0.00029569490000000003,0.03197664,0.7310131999999999,1.8266099999999998,-5.534606769600001,0.24387173151584385,0.014803625191095075,1.0
1067,1.3039545e-06,1.9764250000000003e-06,0.00023275009999999997,0.004680395,0.00995813,0.9740340000000001,-3.7897308129000002,0.18555527652452883,0.12270379441656815,1.0
1068,7.286082500000001e-07,1.355715e-05,0.0009447275999999999,0.009184575,0.0218141,1.456806,-2.7212124389,0.268298944232129,0.25223478188927156,1.0
1069,7.5524225e-06,2.081862e-06,0.0005564278,0.002102273,0.009166054,0.8154325,-2.5581370334,0.261241295562369,0.2396713570822939,1.0
1070,3.90862e-07,4.059367e-05,0.0001070258,0.001653132,0.03322675,2.75327,-2.8088220631,0.22252638462213906,0.2825599130834794,1.0
1071,7.36669e-07,6.179798e-05,0.0001132067,0.001228803,0.0304776,2.64566,-2.7590389479,0.22036630119459544,0.29938355378611464,1.0
1072,3.8946175e-05,5.399907e-07,0.009890728,0.2845827,0.03122557,2.544387,-2.6086567001,0.28901597718159855,0.243641749289553,1.0
1073,2.6517299999999996e-07,0.0002879839,0.00014015,0.005376016,0.04158251,2.873428,-1.7316882149000001,0.4123247089664615,0.438803560031882,1.0
1074,1.2374935000000001e-06,4.353196e-05,0.002013387,0.005868356,0.005139524,1.8312419999999998,-2.6305276424,0.292684488084666,0.25664561981378803,1.0
1075,3.400285e-07,5.208669999999999e-06,0.0002732652,0.02153136,0.06530879,1.48953,-1.901508914,0.35680872500757566,0.4070043437920883,1.0
1076,3.8063274999999997e-06,1.905503e-05,0.0017958479999999998,0.006875839,0.0020631029999999997,1.7345110000000001,-3.0797898104000003,0.2249808921484815,0.20292464794347537,1.0
1077,1.36064175e-06,2.8185159999999996e-05,0.004165764000000001,0.004662268,0.003074395,1.9523529999999998,-2.8092088031999998,0.2674863601228543,0.22665466338097573,1.0
1078,5.4264125e-06,1.053831e-06,0.000620711,0.01472724,0.33503520000000003,1.80758,-2.2975317371,0.2955674762628007,0.3089157481717846,1.0
1079,1.8030732499999999e-06,4.515206e-06,0.0009313253999999999,0.0640331,0.07558157,2.404378,-1.6849433107,0.36815558887790273,0.4453920035292545,1.0
1080,5.24036e-06,3.5931150000000005e-07,0.00388501,0.01302409,0.01415299,0.06201527,-3.8269681616000004,0.2191139316104597,0.10058924781159974,1.0
1082,1.795013e-06,2.200001e-06,0.0006501718,0.0036556590000000003,0.09694812,1.5753190000000001,-2.5702443426,0.2274391933448632,0.31298813048815993,1.0
1084,7.2902625e-06,3.831162e-06,0.0008475097,0.001850155,0.8451439000000001,1.626205,-2.2942500518,0.2555606465448231,0.3337706985888492,1.0
1085,7.2039275e-06,3.325043e-06,0.001643439,0.008803575,0.4352929,1.688777,-2.418531976,0.2702099704497559,0.3056332133302489,1.0
1086,3.9005900000000005e-06,4.4935500000000004e-05,0.01556448,0.1042954,0.00565449,1.9924259999999998,-1.6196644853,0.4755209713929698,0.4068309201942048,1.0
1087,2.67625e-06,0.0001343764,0.004079861,0.17852939999999998,0.0120489,1.961314,-1.4885585979,0.4474598584596517,0.46497576946358016,1.0
1088,7.705885e-06,6.421703e-05,0.03080064,0.3244043,0.0006047721,2.226229,-1.6172752594,0.4889412955032008,0.3956673903429159,1.0
1090,1.9453165e-05,1.866272e-05,0.00204892,0.00837148,0.8517696,0.6550074,-3.3858433179,0.2395040116672104,0.13164044406229577,1.0
1091,1.7923625e-05,4.435145000000001e-05,0.006962193,0.01387839,0.9898406999999999,0.19807049999999998,-2.758067313,0.2715340440839233,0.21749559541827143,1.0
1092,3.03566e-05,1.947277e-05,0.003632292,0.01022178,0.5560941,0.03519496,-4.0752795174,0.2708745775836848,0.05505879143918278,1.0
1093,1.0749085e-05,4.9092259999999995e-05,0.0140906,0.09273738,0.004460056,1.984291,-2.1463785511,0.3717306347131685,0.3043296040981938,1.0
1097,6.6515375e-05,0.0001511999,0.018022,0.2267364,0.0010291130000000001,2.081139,-2.8999112680000003,0.26179744361966034,0.213694476514669,1.0
1098,5.37227e-06,5.087175e-05,0.0001432532,0.0005890188999999999,0.100404,0.6023975,-2.1429485961,0.2749965852397631,0.3755116525563067,1.0
1099,1.9262197499999997e-06,6.046553e-07,0.004729913,0.003773608,0.004953492,1.396139,-2.5794877763,0.21073587262842278,0.3480439205066775,1.0
1100,8.10419e-06,6.054565e-06,0.008279817,0.0033807,0.006978785,1.327998,-3.0737344557,0.17958434194233786,0.23803946100177054,1.0
1101,6.1123e-07,1.005915e-05,0.002792968,0.0025145989999999997,0.00738034,1.451938,-2.9378015756,0.22564289109216532,0.22190488056403448,1.0
1102,3.37009e-05,5.841096999999999e-07,0.00024148279999999998,0.1045744,0.49169880000000005,1.863462,-3.4477809604000003,0.25098559577294915,0.12887000642747876,1.0
1103,3.69232e-05,1.813606e-07,0.0002954634,0.03024997,0.4767023,1.571977,-3.9797710456999997,0.2484463130377806,0.06934934686245015,1.0
1104,6.3752725e-07,1.318047e-07,0.0006428223,0.004348825,0.1667122,1.543454,-2.0455997586000003,0.3166449470965712,0.38474154120405096,1.0
1105,8.340185e-07,2.5740710000000003e-06,0.0037849909999999997,0.002632706,0.002930963,0.5993703,-3.5366293412,0.22659668460824714,0.12420515829299691,1.0
1107,6.336569999999999e-07,2.8761059999999996e-06,0.003092448,0.002974632,0.006424463,0.3119884,-2.2017342649000002,0.3646579963223574,0.29431297385941624,1.0
1108,2.9017375e-07,1.195512e-06,0.0005537144999999999,0.001047886,0.005133036,0.8019936,-4.205598277,0.2242891873909888,0.06317759175727122,1.0
1109,4.506055e-07,6.821767e-07,0.0015625189999999998,0.0009328192,0.001653513,0.277597,-2.43457565,0.27028449110482344,0.2845985764297117,1.0
1110,2.8796075000000002e-05,1.326379e-07,0.0006681824,0.03639779,0.15065820000000002,1.254241,-4.0254642894999995,0.22923456791613883,0.06745444900444612,1.0
1112,3.06977e-05,1.7672220000000002e-07,0.001183144,0.01269935,0.5533779999999999,2.0821650000000003,-3.704670745,0.25697230323371656,0.08091977235400151,1.0
1113,1.1249135e-06,1.4971190000000001e-06,0.002679581,0.001844005,0.001730996,0.27606090000000005,-2.7517420496,0.26230213344829556,0.22391025809941897,1.0
1114,2.9583600000000003e-05,0.0003785971,0.0003262868,0.0050252759999999995,0.00246769,1.6454830000000003,-3.9043174474,0.2574445289667135,0.0827958291273988,1.0
1115,4.9806475e-06,4.45985e-06,0.005700846999999999,0.00193011,0.001370817,0.32431679999999996,-4.3819355475999995,0.2098661725902382,0.05789317758741891,1.0
1116,1.01390725e-05,1.989434e-05,0.0028785629999999998,0.02469932,0.3278969,0.1767765,-2.4702843612,0.266968522199529,0.28186538497866037,1.0
1117,6.339159999999999e-06,6.995997e-06,0.0005766163,0.002536767,0.002802935,0.09764905,-4.2791149217,0.2463794447062396,0.05250019993574715,1.0
1119,5.5778999999999996e-05,3.8644640000000004e-07,0.0001422317,0.23423739999999998,0.2512659,0.7928568,-3.1832845585,0.2680076490706838,0.15834881339496493,1.0
1120,3.2749175e-05,1.721516e-07,0.0003941064,0.4693974,0.03584272,0.22958289999999998,-2.0551515352000003,0.361218876561455,0.32708409429040325,2.0
1121,2.3325547500000002e-05,5.686319e-07,0.0005192208,0.09962571,0.001068942,2.974873,-3.2353394408,0.24576883224747834,0.16098590253313616,2.0
1122,3.3070124999999995e-05,2.161864e-07,0.00019872869999999998,0.1188617,0.0005800732,2.790658,-3.4310540749,0.23892714173079505,0.13782454644867662,2.0
1123,3.4574875000000005e-05,3.981766e-07,0.001178758,0.160869,0.0017246170000000001,2.7025799999999998,-2.9647877382999996,0.2729819548174936,0.1879099678782459,2.0
1124,8.605145000000001e-05,6.982055999999999e-05,0.002288787,0.3949042,0.2333806,0.49362170000000005,-3.1118928093,0.26719773385229256,0.17034122690982184,2.0
1125,6.8599325e-05,1.100783e-07,0.0003825317,0.3514111,0.02561082,0.007230474000000001,-2.9850277319,0.2756917948590161,0.18445552475431146,2.0
1126,9.532147500000001e-06,8.787041999999999e-07,0.01765695,0.1994195,0.0007642717999999999,2.952338,-1.8329330665999999,0.4280990794167566,0.3641266765103436,2.0
1127,3.6105075e-05,7.115725999999999e-07,0.004548934,0.11180410000000002,0.0006349325,2.7712529999999997,-3.7052436556,0.22609228283552812,0.11059175616495301,2.0
1133,6.238035e-06,1.555935e-07,0.00498707,0.001281829,0.002815207,0.3503353,-3.2572754883,0.24722372481135566,0.13832190015653134,2.0
1134,1.6294194999999998e-06,9.145604e-07,0.0006022604,0.0057909730000000005,0.01332299,1.383067,-3.0696869289,0.18177830701546527,0.26355912821073646,2.0
1136,1.26537625e-06,7.055296e-07,0.0004277181,0.008016232,0.01855219,0.5257607,-2.9355888469,0.22832269429313493,0.22366678346384697,2.0
1138,1.38341975e-05,2.360087e-06,0.0001214748,0.003004198,0.7343569000000001,1.9295369999999998,-2.5690202879,0.2751248664455995,0.2644803360552509,2.0
1139,1.9051125e-05,1.058152e-05,0.0001353176,0.001957483,0.9221261999999999,2.894577,-3.7923924576999997,0.2472157812078761,0.09219355552297798,2.0
1140,2.4278975e-06,1.233868e-06,0.0002318734,0.008235383,0.01655151,1.3239040000000002,-3.2620565473000003,0.17779541589436576,0.22135089985790304,2.0
1141,1.6407214999999999e-06,2.388781e-07,0.0013308229999999999,0.007449388,0.02674477,0.14240129999999998,-2.447442153,0.29014469241921587,0.276287712310724,2.0
1143,2.0718807500000003e-05,2.0139169999999997e-06,0.002961833,0.01493618,0.09089869,2.013877,-3.3641313551999996,0.2332610827508159,0.12416419857502572,2.0
1147,1.92745925e-05,1.123571e-06,0.003644482,0.01013444,0.05981633,2.09226,-2.6956967037,0.23732952498826654,0.22113491771946242,2.0
1148,2.39315425e-05,7.691612e-06,0.00045050300000000005,0.00472762,0.5831718000000001,2.206943,-3.5189870024000003,0.2767291960667128,0.09179864681561724,2.0
1150,3.0333999999999996e-06,3.523375e-06,0.0001091518,0.000826914,0.0025022029999999997,0.21885090000000001,-3.6543161473000003,0.22640606937330254,0.10302184072947068,2.0
1151,8.77728e-06,7.229658e-07,0.002077088,0.02617761,0.001365997,2.450702,-3.4674642048,0.17524336121342723,0.17974629312769824,2.0
